GiniIncomeClass,GiniSendClass,GiniIncomeValue,GiniSendValue,totNumTransaction,inNumTransaction,outNumTransaction,paying,paid,numberAddressesPaidAfterTheyPaid,lifeAddress,activityDay,frequentUse,moreTransaction,inPerCent,mediaIncomeV,mediaSendV,devStandardIncomeV,devStandardSendV,varianzaSendV,varianzaIncomeV,totalSendBTC,totalIncomeBTC,totalSendUSD,totalIncomeUSD,maxNumTransRec,maxDiffDay,minResponsiveness,avgResponsiveness,maxResponsiveness,rangoCluster,type
50.28,87.50,91.91,47.14,74,66,8,66,10,2,351,350,FALSO,FALSO,89.19,89565848.00,738918720.00,311700021.19,626127348.82,392035475000000000.00,813694680000000000.00,5911350000,5911350000,104.22,120.83,6,2340000000,0.00,1635726.00,10629206.00,10,N
94.44,88.00,44.20,68.83,40,30,10,14,10,1,410,404,FALSO,FALSO,75.00,300903104.00,902709120.00,254526399.06,1297183718.88,1682685720000000000.00,2044855920000000000.00,9027091662,9027091662,1525.90,1256.54,3,4086091662,2215.00,2627812.00,25395002.00,10,N
96.67,92.31,66.43,37.47,128,115,13,56,20,0,59,58,FALSO,VERO,89.84,21318826.00,188589600.00,39017469.56,128288527.77,16457946400000000.00,44437454000000000.00,2451664622,2451664622,245.27,194.75,15,349511167,1134.00,33213.00,141635.00,14,N
95.27,90.28,60.22,35.85,38,26,12,25,13,0,690,690,FALSO,FALSO,68.42,408222368.00,884429120.00,483814526.89,593934671.63,352758411000000000.00,579531340000000000.00,10613150000,10613779908,6034.68,5292.25,5,2000000000,9116.00,5945437.00,47880472.00,8,N
98.43,98.67,96.09,96.12,20974,15305,5669,13066,6048,33,2489,2208,VERO,VERO,72.97,855906750.00,2310729730.00,49851888972.18,88518194185.11,7835207000000000000000.00,7837139300000000000000.00,13099447757556,13099512377967,270471.02,216316.29,315,4800000000000,0.00,2987.00,311149.00,401,N
99.20,98.51,82.46,80.04,411,320,91,283,128,14,2412,2261,FALSO,VERO,77.86,557720260.00,1961181060.00,2151058059.42,4498701139.07,20238315000000000000.00,22208020000000000000.00,178467443538,178470505734,25499.50,17700.29,25,24642000000,0.00,419886.00,8475073.00,35,N
80.89,87.50,30.67,45.41,38,30,8,7,9,0,84,79,FALSO,FALSO,78.95,69823328.00,249337504.00,44266674.32,247278206.75,61146513000000000.00,93371842000000000.00,1994700000,2094700000,305.85,300.77,5,864000000,3456.00,352886.00,1182054.00,8,N
99.05,99.24,89.63,86.80,5037,3055,1982,2240,3235,25,2274,2051,FALSO,VERO,60.65,331983360.00,511709696.00,2390268498.09,3125271142.67,9767321000000000000.00,9799614000000000000.00,1014206526424,1014206526424,84681.87,79130.58,31,44911835168,0.00,60886.00,63765812.00,43,N
97.82,98.75,94.75,93.84,16924,11230,5694,9223,5433,97,2492,2254,VERO,VERO,66.36,1165081860.00,2297791490.00,16048606940.09,24880621515.09,619037150000000000000.00,620346900000000000000.00,13083549335076,13083606472985,384448.72,229609.24,231,2768420000000,0.00,2605.00,472855.00,236,N
97.51,97.79,19.01,58.33,246,197,49,196,49,1,385,366,FALSO,VERO,80.08,131755296.00,529710176.00,102418176.47,910522801.76,829051900000000000.00,987419780000000000.00,25955800000,25955800000,2716.63,1869.20,3,6129650000,0.00,141280.00,4149117.00,37,N
91.60,80.00,69.20,37.24,86,81,5,15,3,0,727,726,FALSO,FALSO,94.19,212493808.00,3442399740.00,1097025146.49,2413221127.76,5823636500000000000.00,16255930000000000000.00,17212000000,17212000000,3349.39,2134.04,3,11091000000,0.00,8758664.00,35021902.00,5,N
81.12,90.00,63.64,43.61,188,178,10,90,14,0,1572,1569,FALSO,VERO,94.68,30931274.00,353229248.00,88318387.88,286943870.32,82336782000000000.00,186212774000000000.00,3532292353,5505772944,378.46,741.96,13,971000000,0.00,24419.00,84163.00,5,N
99.35,95.83,57.00,78.89,230,206,24,206,38,0,1266,1050,FALSO,VERO,89.57,341972928.00,2935245820.00,430991494.62,6881197247.51,47350877000000000000.00,54075940000000000000.00,70445900460,70446401460,8234.00,5209.08,9,28320628682,647.00,41705.00,267112.00,6,N
99.87,97.44,78.02,66.71,1098,1059,39,833,54,2,630,622,FALSO,VERO,96.45,289467520.00,7860154400.00,987377611.42,13229792813.66,175027420000000000000.00,232342750000000000000.00,306546064819,306546064819,24476.94,15625.58,14,109626276382,0.00,78694.00,1339364.00,12,N
86.57,89.86,86.36,85.28,1416,805,611,676,593,77,1047,979,VERO,VERO,56.85,94402224.00,124376224.00,518223922.29,596646548.03,355986509000000000.00,356885909000000000.00,75994009908,75994009919,1941.82,1408.68,60,13057000000,0.00,43747.00,1960062.00,106,N
95.22,98.03,94.29,87.88,682,535,147,509,225,4,2403,2403,FALSO,VERO,78.45,2447030020.00,8905835500.00,10496838296.07,26100362047.75,681229400000000000000.00,722945260000000000000.00,1309157211855,1309162040274,81420.86,12852.61,10,201655000000,0.00,465699.00,13917235.00,28,N
42.95,48.44,15.67,16.02,53,37,16,34,2,1,1,1,FALSO,FALSO,69.81,1168167.80,2000000.00,434284.53,707106.78,500000031000.00,1191944910000.00,32000000,43222210,2.14,2.89,36,0,396.00,2043.00,2664.00,1,N
70.17,80.38,43.30,70.05,1426,602,824,376,906,180,1653,1629,FALSO,VERO,42.22,22669382.00,16561870.00,37243903.36,112086559.22,12563257200000000.00,12600496700000000.00,13647000000,13647000000,759.80,332.78,14,2786000000,0.00,7102.00,274663.00,40,N
97.70,91.00,15.53,21.06,250,230,20,36,4,0,71,67,FALSO,VERO,92.00,130756544.00,1503700100.00,51577647.89,564776434.64,318972412000000000.00,2203945490000000000.00,30074000000,30074000000,723.54,533.90,6,4267000000,2941.00,42386.00,259428.00,6,N
76.39,81.25,12.10,25.83,32,24,8,4,10,1,1408,1407,FALSO,FALSO,75.00,22053706.00,66161120.00,5885216.96,30902049.63,954936720000000.00,2900400540000000.00,529288960,529288960,2917.49,74.62,5,180000003,87234.00,35305623.00,70524012.00,8,N
95.41,0.00,40.68,0.00,57,56,1,54,2,0,2246,2100,FALSO,FALSO,98.25,6050975.00,338854592.00,4528528.91,0.00,0.00,110758247000000000.00,338854580,338854582,0.00,46.64,6,338854580,177569206.00,177569206.00,177569206.00,2,N
95.47,66.67,52.20,50.04,30,27,3,27,4,0,669,668,FALSO,FALSO,90.00,971474240.00,8742648800.00,929100842.11,8708358298.82,75835510000000000000.00,136226650000000000000.00,26227946447,26229803170,16264.78,3267.47,2,20893000000,832.00,63493.00,186728.00,2,N
98.24,82.55,36.87,46.63,151,132,19,126,24,0,79,73,FALSO,VERO,87.42,41580584.00,288875712.00,29672737.06,305934622.69,93595996000000000.00,154750884000000000.00,5488638941,5488638941,711.14,741.33,12,999537965,2294.00,37666.00,159701.00,12,N
87.20,91.86,85.49,85.17,3266,1911,1355,1554,1243,178,850,834,VERO,VERO,58.51,101136744.00,142636528.00,442930456.29,553083919.85,305900421000000000.00,307623390000000000.00,193272900305,193272900305,5110.58,3928.49,111,9976000000,0.00,16484.00,979379.00,226,N
95.04,86.42,55.15,43.35,34,25,9,25,9,0,696,696,FALSO,FALSO,73.53,121097288.00,336333344.00,147529431.75,267509924.23,71561560000000000.00,117888116000000000.00,3027000000,3027432379,665.68,343.95,4,600000000,0.00,7099541.00,56627154.00,8,N
97.45,94.44,45.35,54.54,395,377,18,370,21,0,2098,2096,FALSO,VERO,95.44,40107920.00,452684416.00,42301018.99,469914704.89,220819834000000000.00,391039249000000000.00,8148320007,15120689007,1092.06,1181.67,20,1477000000,0.00,1575049.00,17437625.00,7,N
98.14,97.24,77.84,61.54,611,525,86,454,78,5,2306,2135,FALSO,VERO,85.92,102648592.00,626634110.00,382793508.73,1047996983.42,1098297490000000000.00,1372858460000000000.00,53890520948,53890520948,10498.27,7680.87,23,7807977244,0.00,897033.00,35909650.00,57,N
74.75,0.00,29.56,0.00,34,33,1,33,1,0,77,77,FALSO,FALSO,97.06,2727272.80,4000000.00,1638046.24,0.00,0.00,1619834700000.00,4000000,90000000,0.00,2.12,2,4000000,1393170.00,1393170.00,1393170.00,1,N
98.17,95.50,62.18,65.03,214,180,34,175,34,2,2340,2339,FALSO,VERO,84.11,83516512.00,442146368.00,230808427.80,589618943.77,347650458000000000.00,476265934000000000.00,15032976511,15032976511,16582.13,13330.68,7,2000000000,0.00,1563930.00,16825046.00,25,N
94.39,94.72,93.70,80.86,377,302,75,284,73,8,278,137,FALSO,VERO,80.11,2958413310.00,11912547300.00,12581954532.90,24843645622.19,617206800000000000000.00,697383400000000000000.00,893441000000,893441000000,9638.30,6575.69,27,100065000000,0.00,32743.00,268648.00,33,N
98.83,0.00,45.76,0.00,193,192,1,166,1,0,396,395,FALSO,VERO,99.48,29478150.00,5659800600.00,27128659.78,0.00,0.00,31700528000000000000.00,5659800791,5659800791,0.00,737.02,9,5659800791,18901249.00,18901249.00,18901249.00,5,N
99.65,96.15,36.75,55.50,327,296,31,285,40,0,932,931,FALSO,VERO,90.52,134474912.00,1284018820.00,112001491.15,1351070856.15,1825392440000000000.00,3146843790000000000.00,39804581168,39804581168,53426.54,3473.53,3,5702021523,5001.00,591015.00,6384101.00,11,N
98.34,96.48,53.78,52.85,159,127,32,81,11,6,1365,1216,FALSO,VERO,79.87,4530441.00,17980198.00,7690232.77,22851088.59,522172192000000.00,703068300000000.00,575366246,575366246,250.22,87.91,11,71275632,0.00,482972.00,6606137.00,16,N
90.34,92.91,83.05,80.28,459,422,37,173,30,4,130,112,FALSO,VERO,91.94,24346484.00,277654368.00,185736212.50,652985076.12,426389441000000000.00,490554363000000000.00,10273214065,10274214065,226.00,249.99,20,3173000000,0.00,34850.00,224300.00,22,N
96.26,79.01,44.72,39.19,47,38,9,37,10,0,253,75,FALSO,FALSO,80.85,37904820.00,160031456.00,32476263.80,154125562.52,23754688900000000.00,38669601000000000.00,1440283260,1440383260,204.75,194.00,2,538213779,2902.00,72733.00,564283.00,6,N
95.51,66.67,12.20,52.48,46,43,3,43,2,0,8,6,FALSO,FALSO,93.48,130093032.00,1864666620.00,33479472.33,1860140618.93,3460123240000000000.00,6468868400000000000.00,5594000000,5594000000,1655.82,948.84,8,3960000000,8277.00,12561.00,16846.00,3,N
96.51,97.83,83.69,81.55,12218,7786,4432,6108,4481,44,2489,2139,VERO,VERO,63.73,177801408.00,312342080.00,958414919.86,1385921833.57,1920769300000000000.00,1938910280000000000.00,1384280136669,1384332691336,114967.20,97482.93,227,115564000000,0.00,12112.00,14933126.00,240,N
91.42,88.89,28.15,17.66,35,26,9,26,9,0,50,47,FALSO,FALSO,74.29,140538448.00,372666656.00,107525396.76,118879023.47,14132220500000000.00,68015742000000000.00,3354000000,3654000000,333.67,329.79,1,489000000,1207.00,79774.00,325004.00,5,N
97.29,95.66,70.31,46.10,252,211,41,109,60,0,1215,610,FALSO,VERO,83.73,121060104.00,623016580.00,231389862.25,524188539.54,274773591000000000.00,526733930000000000.00,25543682208,25543683208,3024.11,2692.29,10,1893000000,0.00,439055.00,12425034.00,25,N
99.45,95.76,67.69,66.66,455,402,53,361,49,3,1767,1732,FALSO,VERO,88.35,37936752.00,287746656.00,76329020.14,515181175.92,265411610000000000.00,327816643000000000.00,15250573750,15250574750,779.12,734.35,11,3044000000,0.00,2231986.00,68898439.00,11,N
98.80,99.02,66.57,62.22,587,454,133,414,110,0,268,209,FALSO,VERO,77.34,114719528.00,391566240.00,235924787.03,558433006.64,311847439000000000.00,388491371000000000.00,52078307513,52082678942,6344.55,6370.28,8,2938000000,0.00,7150.00,108930.00,25,N
95.11,81.25,24.05,31.03,39,31,8,31,8,0,82,81,FALSO,FALSO,79.49,275225760.00,1066500030.00,129689631.91,615921261.20,379358965000000000.00,1005473970000000000.00,8532000000,8532000000,767.40,793.99,2,3493000000,2652.00,221733.00,1139726.00,6,N
97.15,0.00,12.63,0.00,75,74,1,74,1,0,18,18,FALSO,FALSO,98.67,135500000.00,7191000100.00,31426985.31,0.00,0.00,49780085000000000000.00,7191000000,10027000000,0.00,476.86,8,6990000000,3063.00,3063.00,3063.00,1,N
96.00,87.50,10.19,54.34,83,75,8,75,7,0,2238,2238,FALSO,FALSO,90.36,116200008.00,1088876160.00,36689690.53,1211929343.98,1468772570000000000.00,2414871680000000000.00,8711009176,8715000001,37321.62,1348.53,5,3783000000,11834.00,18769338.00,74947819.00,3,N
92.71,91.84,81.30,87.35,38,24,14,16,16,0,729,728,FALSO,FALSO,63.16,183916839000.00,315286028000.00,454388269742.79,894170887937.14,799541500000000000000000.00,816799500000000000000000.00,4414004000000,4414004000000,521576.26,7867.54,4,3502300000000,198228.00,1141490.00,2435243.00,3,N
89.28,88.27,19.23,33.06,43,25,18,4,19,0,42,32,FALSO,FALSO,58.14,156840000.00,217833328.00,57105292.22,140308088.17,19686362700000000.00,23406549600000000.00,3921000000,3921000000,506.69,496.04,2,1648000000,962.00,29858.00,104843.00,9,N
99.45,96.47,79.73,70.91,1198,928,270,552,287,21,1300,1210,FALSO,VERO,77.46,2067809410.00,7107126800.00,5597784014.25,13780422532.10,189900000000000000000.00,215294700000000000000.00,1918923803564,1918923803564,221478.32,222046.11,25,82586978158,0.00,150664.00,14092079.00,86,N
95.82,95.66,75.14,79.06,814,556,258,548,373,137,1177,665,VERO,VERO,68.30,62803180.00,135343312.00,200083893.10,415985187.14,173043717000000000.00,178305773000000000.00,34918573328,34918573328,1437.56,1415.59,244,4532000000,0.00,622755.00,52945390.00,46,N
99.34,93.33,90.86,73.12,178,163,15,160,24,1,766,765,FALSO,VERO,91.57,91817616.00,997751490.00,609254739.85,1846059111.98,3407934370000000000.00,4228650250000000000.00,14966270831,14966270831,1366.23,957.86,3,7375000000,0.00,164614.00,610199.00,20,N
87.71,87.50,57.99,62.14,56,44,12,44,14,1,106,106,FALSO,FALSO,78.57,6681818.00,24083334.00,10448516.42,34663761.16,1201576430000000.00,1504389070000000.00,289000000,294000000,23.73,10.15,3,101000000,0.00,83433.00,160843.00,7,N
90.28,90.86,2.78,42.79,67,48,19,48,20,0,96,77,FALSO,FALSO,71.64,105375008.00,266210496.00,5935855.04,245279985.87,60162270000000000.00,86030342000000000.00,5058000000,5058000000,862.64,762.59,2,791000000,1243.00,119809.00,1237650.00,6,N
98.23,98.65,77.65,77.51,17857,12198,5659,10287,5897,35,2525,2354,VERO,VERO,68.31,186927328.00,402907360.00,858235831.01,1378739800.74,1900891090000000000.00,1947574290000000000.00,2280033797348,2280096110246,202220.37,186908.32,332,88783000000,0.00,9139.00,14933126.00,291,N
98.84,99.19,87.55,87.66,33527,25226,8301,22537,8325,204,1792,1690,VERO,VERO,75.24,358267104.00,1088716930.00,5935215783.98,10567994573.35,111680580000000000000.00,112218460000000000000.00,9037363496483,9037382126404,751818.90,604646.47,955,841918000000,0.00,2345.00,3188219.00,853,N
98.20,96.00,43.52,48.43,439,399,40,253,57,1,384,248,FALSO,VERO,90.89,187985744.00,1875159300.00,228623706.96,2184853585.42,4773585800000000000.00,7620138900000000000.00,75006389185,75006389185,6623.65,7107.69,17,10000000000,519.00,32556.00,348441.00,22,N
96.84,90.00,56.84,43.65,96,86,10,66,14,0,85,75,FALSO,FALSO,89.58,28409758.00,244323872.00,64509207.99,211820519.53,44867934000000000.00,91486841000000000.00,2443238602,2443238602,309.30,287.32,6,629635810,1112.00,27978.00,69730.00,7,N
99.51,97.50,75.54,78.77,526,486,40,427,55,2,2294,2284,FALSO,VERO,92.40,54486216.00,536850112.00,241815998.82,1201483329.82,1443562420000000000.00,1676237090000000000.00,21474003042,26480297540,8318.59,4622.76,5,6868976961,0.00,1156696.00,12948881.00,33,N
98.50,92.97,46.23,27.06,137,98,39,94,62,0,41,38,FALSO,VERO,71.53,34094912.00,85674400.00,37686848.94,45640315.83,2083038470000000.00,4743481100000000.00,3341301561,3341301561,194.71,152.95,8,1202733224,760.00,18339.00,104501.00,17,N
97.83,0.00,22.01,0.00,47,46,1,45,2,0,21,21,FALSO,FALSO,97.87,3218443.80,107000088.00,1315945.15,0.00,0.00,10770630100000000.00,107000090,148048438,0.00,13.19,8,107000090,38902.00,38902.00,38902.00,2,N
93.86,94.21,84.62,81.06,53,31,22,31,33,0,385,178,FALSO,FALSO,58.49,391558080.00,551740860.00,1272529182.93,1609053247.26,2589052190000000000.00,2614710940000000000.00,12138300000,12138300000,1261.91,760.30,5,7757000001,0.00,617039.00,8780360.00,6,N
98.87,98.93,83.94,77.97,577,441,136,401,129,6,1111,1066,FALSO,VERO,76.43,562144130.00,1822833020.00,2644257587.81,4947519143.89,24477955000000000000.00,26067288000000000000.00,247905289115,247905541251,53516.19,31993.73,6,14571000000,0.00,41295.00,2283772.00,59,N
69.06,94.63,61.97,76.49,201,179,22,167,18,5,55,53,VERO,VERO,89.05,6506686500.00,52940739000.00,14902316204.86,91171098484.66,8312169400000000000000.00,10468289000000000000000.00,1164696000000,1164696000000,1859.94,1849.36,51,240990000000,0.00,37321.00,731931.00,41,N
87.98,50.00,44.44,46.44,93,91,2,91,2,0,116,115,FALSO,FALSO,97.85,30857162.00,1404000000.00,30204640.14,1304000000.00,1700416040000000000.00,3585937050000000000.00,2808000000,2808000000,491.68,332.99,2,2708000000,630.00,1081798.00,2162966.00,2,N
94.24,93.28,44.48,61.94,91,64,27,50,31,0,1840,1839,FALSO,FALSO,70.33,225288208.00,534016448.00,195730742.22,637240165.87,406075105000000000.00,501388126000000000.00,14418447567,14418447567,45517.39,883.34,4,12513887567,17056.00,841872.00,3172642.00,13,N
97.51,96.40,62.82,65.37,129,76,53,69,47,3,257,242,FALSO,VERO,58.91,321539392.00,461075392.00,479380270.39,824475610.10,679759940000000000.00,699230300000000000.00,24436999182,24436999182,412.30,132.44,15,7507337000,0.00,198112.00,2240834.00,20,N
92.77,88.89,16.14,42.86,46,37,9,37,9,0,53,45,FALSO,FALSO,80.43,64432432.00,264888896.00,19769674.48,246221871.24,60625211000000000.00,100808002000000000.00,2384000000,2384000000,73.17,54.52,3,900000000,0.00,56653.00,160319.00,4,N
99.08,99.20,77.57,76.69,3994,2233,1761,1437,2845,8,848,474,FALSO,VERO,55.91,469808800.00,595704830.00,1895991795.76,2166404481.82,4693278000000000000.00,4709161600000000000.00,1049035018906,1049080472609,71045.48,72099.07,21,50610684192,0.00,13478.00,1596838.00,51,N
77.08,72.22,12.83,37.41,30,24,6,7,7,0,42,41,FALSO,FALSO,80.00,89043288.00,356173152.00,32564163.72,246817321.34,60918790000000000.00,132277159000000000.00,2137038867,2137038867,422.31,399.89,2,699000000,2072.00,47504.00,92837.00,7,N
87.84,66.67,87.26,29.07,166,163,3,126,4,1,1038,1038,FALSO,VERO,98.19,59985.11,3057000.00,403886.73,1634539.08,2671717910000.00,11653817000000.00,9171000,9777572,50.10,9.52,29,4000000,38135.00,10231675.00,24248712.00,3,N
90.43,95.29,78.16,60.11,320,223,97,220,132,38,1360,1345,FALSO,VERO,69.69,8557364.00,19622532.00,19250233.38,27628187.92,763316750000000.00,885754460000000.00,1903384916,1908292345,114.06,125.60,21,100100000,0.00,24420.00,372212.00,48,N
74.09,69.39,50.20,64.94,38,31,7,31,1,0,986,986,FALSO,FALSO,81.58,1779806.50,7857143.00,2319703.69,10301574.77,106122443000000.00,143056485000000.00,55000000,55174000,271.72,9.57,2,45000000,43452.00,2585687.00,5127923.00,3,N
98.82,99.09,81.88,76.38,565,430,135,391,171,2,1111,1036,FALSO,VERO,76.11,508810592.00,1620654080.00,2297897238.28,4375401549.39,19144147000000000000.00,20380332000000000000.00,218788275215,218788527151,33642.39,31579.94,6,14571000000,0.00,41685.00,2283772.00,11,N
96.42,81.48,42.58,74.51,60,51,9,50,7,2,2141,2141,FALSO,FALSO,85.00,25210504.00,142859520.00,21234043.53,240621856.34,57898882000000000.00,71740187000000000.00,1285735712,1285735716,2317.14,236.58,3,574020000,0.00,5137.00,10301.00,4,N
98.25,98.77,96.55,96.05,22134,15612,6522,13292,6648,110,2489,2374,VERO,VERO,70.53,1106912000.00,2649626620.00,49635664349.78,82952144094.81,6881043700000000000000.00,6882728000000000000000.00,17280750825068,17280808156537,433662.11,300055.12,350,4800000000000,0.00,3033.00,1621060.00,613,N
99.69,95.84,51.89,76.20,373,344,29,333,26,1,1297,688,FALSO,VERO,92.23,213744064.00,2535446530.00,237940945.67,4813827422.41,23172935000000000000.00,28563238000000000000.00,73527944321,73527956178,243645.22,11737.95,6,62959604321,338.00,293642.00,3148568.00,26,N
97.42,82.54,34.60,41.68,121,79,42,74,35,2,2247,2241,FALSO,VERO,65.29,1269567230.00,2348709890.00,795351205.34,2126067764.06,4520162670000000000.00,5684713700000000000.00,98645789939,100295789939,59466.41,12612.41,2,20000000000,548.00,4032430.00,117256424.00,33,N
99.48,98.88,79.37,68.65,653,553,100,422,82,2,866,462,FALSO,VERO,84.69,430663520.00,2381569540.00,1637827775.73,4603117901.17,21188697000000000000.00,24994730000000000000.00,238156931460,238156931460,22477.40,16782.64,19,30175000000,0.00,181259.00,3050651.00,24,N
98.86,66.67,30.86,58.58,91,88,3,80,3,0,905,904,FALSO,FALSO,96.70,6554799.50,192274064.00,3615867.01,230070461.56,52932418000000000.00,87424068000000000.00,576822219,576822219,1788.18,81.84,6,516822219,1175307.00,1175307.00,1175307.00,3,N
47.29,76.25,59.44,90.55,3170,3081,89,2479,100,69,795,771,VERO,VERO,97.19,66092828.00,2287955710.00,345482286.01,7440662096.34,55363428000000000000.00,60300107000000000000.00,203627938151,203627938151,12482.20,14889.13,89,46729942183,0.00,241485.00,3204429.00,26,N
98.22,91.84,77.18,39.32,74,60,14,44,15,0,620,514,FALSO,FALSO,81.08,141713712.00,607083390.00,250965975.90,427936305.41,183129451000000000.00,399698384000000000.00,8499167458,8502821783,926.91,816.58,5,1143714189,0.00,89898.00,414784.00,9,N
87.16,97.07,45.56,74.17,1610,1538,72,649,83,0,921,921,FALSO,VERO,95.53,126609520.00,2704460540.00,909075846.39,5744711011.22,33001710000000000000.00,39647026000000000000.00,194721085153,194721086416,138460.18,114087.97,13,34820250236,0.00,112491.00,4422649.00,26,N
